A,ProductName,InArea,MbaId,ProductSerialNumber,commodity,AnnualConsumption,StartDate,ContractDuration,OrderDate,Status,PriceGuarantee,PriceDate,PriceChange,OrigBaseCosts,OrigKwhCosts,OrigKwhMargin,OrigbaseMargin,CurrentBasePriceNet,CurrentKwhPriceNet,CatalogBasePrice,CatalogKwhPrice,CurrentBaseCost,CurrentKwhCost,CurrentKwhRohmarge,CurrentBaseRohmarge,BaseNewPriceProposed,KwhNewPriceProposed,NewPriceInclude,NewPriceStartdate,CurrentBaseTargetMargin,CurrentKwhTargetMargin
A2,12,False,31706756,8004299492,power,1112,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-sk8860033,ev-zcefc7796,power,2801,2021-02-01,2022-01-31 00:00:00,2021-01-05,active,2022-01-31 00:00:00,2020-10-01,False,101.68,22.35,0.7,24.0,125.68,23.05,145.67,36.06,128.28,18.963,4.087,-2.5999999999999943,152.27999999999997,19.66,,,17.39,17.1
A2,12,False,31432890,8000385589,power,1341,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,30320854,80858860,power,1195,2021-03-01,2022-02-28 00:00:00,2021-01-05,active,2022-02-28 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-4434863868,ev-nwtle2308,power,1280,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-4434863868,ev-fyvpc0760,gas,8530,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-0872341342,ev-fcmkw4543,gas,6924,2021-01-04,2022-01-03 00:00:00,2021-01-05,active,2022-01-03 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-0872341342,ev-ogjbl7815,power,652,2021-01-04,2022-01-03 00:00:00,2021-01-05,active,2022-01-03 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31189308,97047367,power,3383,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-2273863155,ev-yduif5784,power,9944,2021-01-28,2022-01-27 00:00:00,2021-01-05,active,2022-01-27 00:00:00,2020-10-01,False,82.18,21.77,0.7,24.0,106.18,22.47,126.36,36.81,108.97,19.713,2.756999999999998,-2.789999999999992,132.97,20.41,,,17.39,17.1
A2,12,False,en-9356537259,ev-pfanx2840,power,3130,2021-01-01,2021-12-31 00:00:00,2021-01-05,active,2021-12-31 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31427956,8000338119,gas,40151.5,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,31427956,8000338118,power,2481,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31221843,97780660,power,3368,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31723565,8004436416,power,1948,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31723565,8004436415,gas,42820.58824,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-7499584436,ev-tlmhj6749,gas,7553,2021-01-04,2022-01-03 00:00:00,2021-01-05,active,2022-01-03 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-7499584436,ev-jsyww9285,power,701,2021-01-04,2022-01-03 00:00:00,2021-01-05,active,2022-01-03 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-0605946292,ev-titgm6794,power,1809,2021-01-01,2021-12-31 00:00:00,2021-01-05,active,2021-12-31 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-0605946292,ev-pzssz1174,gas,14956,2021-01-01,2021-12-31 00:00:00,2021-01-05,active,2021-12-31 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,31723607,8004435468,power,3000,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31720088,8004406837,power,821,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,30447684,81470981,gas,38170.6,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-4009995467,ev-jhhtf4024,gas,19139,2021-01-01,2021-12-31 00:00:00,2021-01-05,active,2021-12-31 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-4009995467,ev-zhpgv5044,power,643,2021-01-01,2021-12-31 00:00:00,2021-01-05,active,2021-12-31 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-0716939152,ev-eckbh2269,power,1401,2021-01-15,2022-01-14 00:00:00,2021-01-05,active,2022-01-14 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-0716939152,ev-ugkzz0766,gas,11504,2021-01-15,2022-01-14 00:00:00,2021-01-05,active,2022-01-14 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-6280113710,ev-dkqdj1600,power,1212,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,22.75,0.1,2.0,65.58,22.85,96.64,34.8,89.7,19.503,3.3470000000000013,-24.120000000000005,91.7,19.599999999999998,,,6.94,15.3
A2,12,False,en-8132528145,ev-fvrws1958,power,7017,2021-02-01,2022-01-31 00:00:00,2021-01-05,active,2022-01-31 00:00:00,2020-10-01,False,98.84,23.17,0.7,24.0,122.84,23.87,146.49,37.38,129.1,20.283,3.5869999999999997,-6.259999999999991,153.10000000000002,20.98,,,17.39,17.1
A2,12,False,en-3424931453,ev-oiwcq6123,power,794,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-4003823210,ev-zutop8206,power,768,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-4003823210,ev-cmznk4448,gas,5005,2021-01-06,2022-01-05 00:00:00,2021-01-05,active,2022-01-05 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-1412088013,ev-qneaz0815,gas,11132,2021-01-04,2022-01-03 00:00:00,2021-01-05,active,2022-01-03 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-5219252144,ev-zxafp2930,gas,7573,2021-01-26,2022-01-25 00:00:00,2021-01-05,active,2022-01-25 00:00:00,2020-10-01,False,106.29,4.1844,0.15,32.0,138.29,4.33,184.49,15.38,152.49,4.634,-0.30400000000000027,-14.200000000000017,184.49,4.780000000000001,,,32.0,10.75
A2,12,False,en-0281016402,ev-twugh9365,power,2676,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31715847,8004372863,gas,6264.9,2021-01-06,2022-01-05 00:00:00,2021-01-06,active,2022-01-05 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,31715847,8004372862,power,2893,2021-01-06,2022-01-05 00:00:00,2021-01-06,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31696015,8004217464,power,3797,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31696015,8004217463,gas,10102.94118,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-tc9594900,ev-tpnwy2675,gas,5000,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,81.48,3.8114,0.15,32.0,113.48,3.96,162.15,15.15,130.15,4.402,-0.44200000000000017,-16.67,162.15,4.550000000000001,,,32.0,10.75
A2,12,False,en-0279060313,ev-ihavf7233,gas,25278,2021-03-18,2022-03-17 00:00:00,2021-01-06,active,2022-03-17 00:00:00,2020-10-01,False,81.79,4.1384,0.15,32.0,113.79,4.29,160.08,15.37,128.08,4.618,-0.3280000000000003,-14.290000000000006,160.08,4.77,,,32.0,10.75
A2,12,False,en-0279060313,ev-wqzay1369,power,4258,2021-01-06,2022-01-05 00:00:00,2021-01-06,active,2022-01-05 00:00:00,2020-10-01,False,107.37,22.68,0.7,24.0,131.37,23.38,155.55,36.94,138.16,19.843,3.536999999999999,-6.789999999999992,162.16000000000003,20.539999999999996,,,17.39,17.1
A2,12,False,31234484,97915635,power,1309,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,EASY,False,en-4622854612,ev-urkan0757,power,1350,2021-03-04,2021-03-04 00:00:00,2021-01-06,active,2021-03-04 00:00:00,2020-10-01,False,107.9,22.91,1.16,30.0,137.9,24.07,162.72,36.35,135.33,20.053,4.0169999999999995,2.569999999999993,165.32999999999998,21.21,,,27.39,16.3
A2,12,False,en-9071521364,ev-umefe4939,power,936,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,57.18,21.87,0.7,24.0,81.18,22.57,121.36,36.34,103.97,19.243,3.3270000000000017,-22.789999999999992,127.97,19.94,,,17.39,17.1
A2,12,False,30361350,80958923,power,1186,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,30361350,80958919,gas,40836.3,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,31517792,8001158413,power,203,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-5899979560,ev-dyjgs6711,power,2000,2021-01-05,2022-01-04 00:00:00,2021-01-06,active,2022-01-04 00:00:00,2020-10-01,False,63.58,22.75,0.7,24.0,87.58,23.45,107.09,36.6,89.7,19.503,3.946999999999999,-2.1200000000000045,113.7,20.2,,,17.39,17.1
A2,12,False,en-8147393147,ev-uscuz7948,power,3185,2021-04-01,2022-03-31 00:00:00,2021-01-06,active,2022-03-31 00:00:00,2020-10-01,False,136.83,20.01,0.7,24.0,160.83,20.71,181.01,34.59,163.62,17.493,3.2170000000000023,-2.789999999999992,187.62,18.19,,,17.39,17.1
A2,12,False,31139036,95820098,gas,29137.3,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,31139036,95820097,power,2445,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-9979762383,ev-obttv1562,power,704,2021-02-20,2022-02-19 00:00:00,2021-01-06,active,2022-02-19 00:00:00,2020-10-01,False,103.98,21.72,0.7,24.0,127.98,22.42,148.16,36.26,130.77,19.163,3.2570000000000014,-2.7900000000000063,154.76999999999998,19.859999999999996,,,17.39,17.1
A2,12,False,31445694,8000508633,power,4386,2021-01-06,2022-01-05 00:00:00,2021-01-06,active,2022-01-05 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-7130753317,ev-lmdol5218,power,2047,2021-01-25,2022-01-24 00:00:00,2021-01-06,active,2022-01-24 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-0361339815,ev-fwdrq9456,power,899,2021-01-30,2022-01-29 00:00:00,2021-01-06,active,2022-01-29 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,EASY,False,en-7317503451,ev-qkqmw3636,power,3151,2021-02-15,2021-02-15 00:00:00,2021-01-06,active,2021-02-15 00:00:00,2020-10-01,False,89.86,21.64,1.16,30.0,119.86,22.8,151.18,35.58,123.79,19.283,3.5169999999999995,-3.930000000000007,153.79000000000002,20.439999999999998,,,27.39,16.3
A2,12,False,en-5109734151,ev-ukavw6871,power,4124,2021-01-27,2022-01-26 00:00:00,2021-01-06,active,2022-01-26 00:00:00,2020-10-01,False,74.24,23.12,0.7,24.0,98.24,23.82,118.42,38.04,101.03,20.943,2.876999999999999,-2.7900000000000063,125.03,21.639999999999997,,,17.39,17.1
A2,12,False,en-1617968670,ev-rsqqu9029,power,5582,2021-01-05,2022-01-04 00:00:00,2021-01-06,active,2022-01-04 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-1482893821,ev-dbivz3056,power,5171,2021-01-28,2022-01-27 00:00:00,2021-01-06,active,2022-01-27 00:00:00,2020-10-01,False,65.55,23.22,0.7,24.0,89.55,23.92,109.73,37.85,92.34,20.753,3.1670000000000016,-2.7900000000000063,116.34,21.45,,,17.39,17.1
A2,12,False,31102785,95458196,power,1375,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-1482893821,ev-wbigs2111,power,5361,2021-01-28,2022-01-27 00:00:00,2021-01-06,active,2022-01-27 00:00:00,2020-10-01,False,65.55,23.22,0.7,24.0,89.55,23.92,109.73,37.85,92.34,20.753,3.1670000000000016,-2.7900000000000063,116.34,21.45,,,17.39,17.1
A2,12,False,en-7165655510,ev-qbhez5985,power,1996,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-7165655510,ev-orwrz8485,gas,16443,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,31722232,8004425117,power,1021,2021-01-06,2022-01-05 00:00:00,2021-01-06,active,2022-01-05 00:00:00,2020-10-01,False,63.58,22.75,0.1,2.0,65.58,22.85,96.64,34.8,89.7,19.503,3.3470000000000013,-24.120000000000005,91.7,19.599999999999998,,,6.94,15.3
A2,12,False,en-4839775428,ev-xgknn1658,power,768,2021-02-17,2022-02-16 00:00:00,2021-01-06,active,2022-02-16 00:00:00,2020-09-08,False,76.36,21.74,0.7,24.0,100.36,22.44,138.4,35.47,121.01,18.373,4.067,-20.650000000000006,145.01,19.069999999999997,,,17.39,17.1
A2,12,False,en-3024556700,ev-eelvc3141,power,1839,2021-01-15,2022-01-14 00:00:00,2021-01-06,active,2022-01-14 00:00:00,2020-10-01,False,59.39,22.89,0.7,24.0,83.39,23.59,103.57,37.59,86.18,20.493,3.0970000000000013,-2.7900000000000063,110.17999999999999,21.19,,,17.39,17.1
A2,12,False,en-9450338430,ev-rgfua6214,power,4209,2021-01-23,2022-01-22 00:00:00,2021-01-06,active,2022-01-22 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,30414845,81104688,power,2385,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,30375423,81073148,gas,44178.8,2021-03-01,2022-02-28 00:00:00,2021-01-06,active,2022-02-28 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,30375423,81073152,power,1888,2021-03-01,2022-02-28 00:00:00,2021-01-06,active,2022-02-28 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-5544447864,ev-lzyto6112,power,1145,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-6514776068,ev-qurgd4229,gas,8122,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-6514776068,ev-fnhot6293,power,1685,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31721723,ev-jnzmt3711,power,187,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31726679,8004465107,power,3000,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,31454928,8000601414,power,1694,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,30965990,86033243,power,1535,2021-03-01,2022-02-28 00:00:00,2021-01-06,active,2022-02-28 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-2938229610,ev-hrnci1158,power,2168,2021-06-01,2022-05-31 00:00:00,2021-01-06,active,2022-05-31 00:00:00,2020-10-01,False,98.84,22.9,0.7,24.0,122.84,23.6,146.49,37.11,129.1,20.013,3.5869999999999997,-6.259999999999991,153.10000000000002,20.709999999999997,,,17.39,17.1
A2,12,False,31588739,8001656397,gas,15100.7,2021-04-01,2022-03-31 00:00:00,2021-01-06,active,2022-03-31 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,31715057,8004366679,power,3555,2021-01-07,2022-01-06 00:00:00,2021-01-06,active,2022-01-06 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-5826884958,ev-zmove2331,power,2823,2021-03-02,2022-03-01 00:00:00,2021-01-06,active,2022-03-01 00:00:00,2020-10-01,False,74.13,22.41,0.7,24.0,98.13,23.11,117.67,37.02,100.28,19.923,3.187000000000001,-2.1500000000000057,124.28,20.62,,,17.39,17.1
A2,12,False,en-9347474034,ev-dgeim0787,power,1211,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,98.84,22.9,0.7,24.0,122.84,23.6,146.49,37.11,129.1,20.013,3.5869999999999997,-6.259999999999991,153.10000000000002,20.709999999999997,,,17.39,17.1
A2,12,False,en-7600100098,ev-rifhc4941,power,2173,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,63.58,23.55,0.1,2.0,65.58,23.65,96.64,35.6,89.7,20.303,3.3469999999999978,-24.120000000000005,91.7,20.400000000000002,,,6.94,15.3
A2,12,False,en-7600100098,ev-hnbja5275,gas,9016,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,124.85,4.4294,0.15,32.0,156.85,4.58,158.29,12.48,176.19,5.0327,-0.4527000000000001,-19.340000000000003,208.19,5.180000000000001,,,-17.9,7.45
A2,12,False,en-9347474034,ev-vpkhy7462,gas,4185,2021-01-01,2021-12-31 00:00:00,2021-01-06,active,2021-12-31 00:00:00,2020-10-01,False,106.29,4.1844,0.15,32.0,138.29,4.33,184.49,15.38,152.49,4.634,-0.30400000000000027,-14.200000000000017,184.49,4.780000000000001,,,32.0,10.75
